reference_file,ref_genre,query_file,transform,severity,top_track_id,top_filename,top_genre,top_score,hit_top1,hit_topk,rank,num_matches
blues.00003.wav,blues,blues.00003_tempo_1_15.wav,tempo,1_15,d7f0289375c94f7896d55822dc5d8dac,blues.00003.wav,blues,0.9968,1,1,1,1
blues.00003.wav,blues,blues.00003_noise_snr20.wav,noise,snr20,fa751df4ad5a41cca9b3765626c689a0,pop.00002.wav,pop,0.9974,0,1,2,2
blues.00003.wav,blues,blues.00003_noise_snr10.wav,noise,snr10,a5394d49df8546828908b2a51483cdeb,pop.00001.wav,pop,0.9909,0,0,,1
blues.00003.wav,blues,blues.00003_crop_1_0s.wav,crop,1_0s,d7f0289375c94f7896d55822dc5d8dac,blues.00003.wav,blues,0.9980,1,1,1,1
blues.00003.wav,blues,blues.00003_crop_2_0s.wav,crop,2_0s,d7f0289375c94f7896d55822dc5d8dac,blues.00003.wav,blues,0.9980,1,1,1,1
blues.00003.wav,blues,blues.00003_bandpass_phone.wav,bandpass,phone,1894f949fcca45fb9f53121cd5e60add,jazz.00003.wav,jazz,0.9970,0,1,2,3
blues.00003.wav,blues,blues.00003_bandpass_laptop.wav,bandpass,laptop,d8be32063c744550af0831661fbd968c,jazz.00002.wav,jazz,0.9971,0,0,,4
blues.00003.wav,blues,blues.00003_compound_phone_snr15.wav,compound,phone_snr15,d7f0289375c94f7896d55822dc5d8dac,blues.00003.wav,blues,0.9964,1,1,1,3
blues.00003.wav,blues,blues.00003_compound_laptop_snr15.wav,compound,laptop_snr15,d52c8b3100194f65bb1c419a7f1e8d33,blues.00001.wav,blues,0.9967,0,1,4,4
blues.00003.wav,blues,blues.00003_lossy_mp3_64k.wav,lossy,mp3_64k,d7f0289375c94f7896d55822dc5d8dac,blues.00003.wav,blues,0.9985,1,1,1,1
blues.00003.wav,blues,blues.00003_lossy_mp3_96k.wav,lossy,mp3_96k,d7f0289375c94f7896d55822dc5d8dac,blues.00003.wav,blues,0.9984,1,1,1,1
blues.00004.wav,blues,blues.00004_orig.wav,orig,none,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9960,1,1,1,3
blues.00004.wav,blues,blues.00004_pitch_m4.wav,pitch,m4,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9974,1,1,1,5
blues.00004.wav,blues,blues.00004_pitch_m2.wav,pitch,m2,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9958,1,1,1,5
blues.00004.wav,blues,blues.00004_pitch_p2.wav,pitch,p2,ed092c0d25fb4cceb25aa1892fd7f0d2,jazz.00000.wav,jazz,0.9966,0,0,,5
blues.00004.wav,blues,blues.00004_pitch_p4.wav,pitch,p4,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9948,0,0,,5
blues.00004.wav,blues,blues.00004_tempo_0_85.wav,tempo,0_85,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9942,1,1,1,3
blues.00004.wav,blues,blues.00004_tempo_1_15.wav,tempo,1_15,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9925,1,1,1,2
blues.00004.wav,blues,blues.00004_noise_snr20.wav,noise,snr20,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9968,1,1,1,2
blues.00004.wav,blues,blues.00004_noise_snr10.wav,noise,snr10,c20c7551e79f420fb6c63c07a3a5ccf8,reggae.00002.wav,reggae,0.9950,0,0,,2
blues.00004.wav,blues,blues.00004_crop_1_0s.wav,crop,1_0s,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9960,1,1,1,3
blues.00004.wav,blues,blues.00004_crop_2_0s.wav,crop,2_0s,f2dd96dd29b84a0d878a5940f55ec18f,blues.00002.wav,blues,0.9864,0,0,,3
blues.00004.wav,blues,blues.00004_bandpass_phone.wav,bandpass,phone,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9947,1,1,1,2
blues.00004.wav,blues,blues.00004_bandpass_laptop.wav,bandpass,laptop,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9961,1,1,1,2
blues.00004.wav,blues,blues.00004_compound_phone_snr15.wav,compound,phone_snr15,c20c7551e79f420fb6c63c07a3a5ccf8,reggae.00002.wav,reggae,0.9932,0,1,2,4
blues.00004.wav,blues,blues.00004_compound_laptop_snr15.wav,compound,laptop_snr15,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9952,1,1,1,2
blues.00004.wav,blues,blues.00004_lossy_mp3_64k.wav,lossy,mp3_64k,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9960,1,1,1,3
blues.00004.wav,blues,blues.00004_lossy_mp3_96k.wav,lossy,mp3_96k,76b356c05587497c908bc890790f085d,blues.00004.wav,blues,0.9960,1,1,1,3
classical.00000.wav,classical,classical.00000_orig.wav,orig,none,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9922,0,0,,3
classical.00000.wav,classical,classical.00000_pitch_m4.wav,pitch,m4,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9921,0,0,,2
classical.00000.wav,classical,classical.00000_pitch_m2.wav,pitch,m2,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9917,0,0,,3
classical.00000.wav,classical,classical.00000_pitch_p2.wav,pitch,p2,fc9b3ac883414c6ba37c4c23315e288f,country.00000.wav,country,0.9906,0,0,,2
classical.00000.wav,classical,classical.00000_pitch_p4.wav,pitch,p4,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9923,0,0,,1
classical.00000.wav,classical,classical.00000_tempo_0_85.wav,tempo,0_85,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9913,0,0,,2
classical.00000.wav,classical,classical.00000_tempo_1_15.wav,tempo,1_15,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9889,0,0,,2
classical.00000.wav,classical,classical.00000_noise_snr20.wav,noise,snr20,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9927,0,0,,3
classical.00000.wav,classical,classical.00000_noise_snr10.wav,noise,snr10,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9945,0,0,,3
classical.00000.wav,classical,classical.00000_crop_1_0s.wav,crop,1_0s,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9922,0,0,,3
classical.00000.wav,classical,classical.00000_crop_2_0s.wav,crop,2_0s,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9922,0,0,,3
classical.00000.wav,classical,classical.00000_bandpass_phone.wav,bandpass,phone,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9963,0,0,,3
classical.00000.wav,classical,classical.00000_bandpass_laptop.wav,bandpass,laptop,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9951,0,0,,3
classical.00000.wav,classical,classical.00000_compound_phone_snr15.wav,compound,phone_snr15,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9965,0,0,,3
classical.00000.wav,classical,classical.00000_compound_laptop_snr15.wav,compound,laptop_snr15,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9959,0,0,,3
classical.00000.wav,classical,classical.00000_lossy_mp3_64k.wav,lossy,mp3_64k,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9921,0,0,,3
classical.00000.wav,classical,classical.00000_lossy_mp3_96k.wav,lossy,mp3_96k,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9921,0,0,,3
classical.00001.wav,classical,classical.00001_orig.wav,orig,none,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9838,0,1,2,5
classical.00001.wav,classical,classical.00001_pitch_m4.wav,pitch,m4,8d5084ea9957427ebd2c1cd1f6576096,reggae.00000.wav,reggae,0.9807,0,0,,4
classical.00001.wav,classical,classical.00001_pitch_m2.wav,pitch,m2,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9799,0,1,5,5
classical.00001.wav,classical,classical.00001_pitch_p2.wav,pitch,p2,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9930,0,1,2,5
classical.00001.wav,classical,classical.00001_pitch_p4.wav,pitch,p4,491bdfb6daf04b978c4795a610547d67,hiphop.00000.wav,hiphop,0.9847,0,0,,2
classical.00001.wav,classical,classical.00001_tempo_0_85.wav,tempo,0_85,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9920,1,1,1,4
classical.00001.wav,classical,classical.00001_tempo_1_15.wav,tempo,1_15,d2b4ee0f1d3d4604ba92fbd070a30338,disco.00000.wav,disco,0.9847,0,0,,5
classical.00001.wav,classical,classical.00001_noise_snr20.wav,noise,snr20,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9878,0,1,2,5
classical.00001.wav,classical,classical.00001_noise_snr10.wav,noise,snr10,2362e857f86a4fcba48c89c657df532e,disco.00002.wav,disco,0.9855,0,1,3,5
classical.00001.wav,classical,classical.00001_crop_1_0s.wav,crop,1_0s,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9838,0,1,2,5
classical.00001.wav,classical,classical.00001_crop_2_0s.wav,crop,2_0s,2362e857f86a4fcba48c89c657df532e,disco.00002.wav,disco,0.9810,0,1,4,5
classical.00001.wav,classical,classical.00001_bandpass_phone.wav,bandpass,phone,2362e857f86a4fcba48c89c657df532e,disco.00002.wav,disco,0.9796,0,0,,5
classical.00001.wav,classical,classical.00001_bandpass_laptop.wav,bandpass,laptop,d52c8b3100194f65bb1c419a7f1e8d33,blues.00001.wav,blues,0.9888,0,1,3,5
classical.00001.wav,classical,classical.00001_compound_phone_snr15.wav,compound,phone_snr15,2362e857f86a4fcba48c89c657df532e,disco.00002.wav,disco,0.9798,0,0,,4
classical.00001.wav,classical,classical.00001_compound_laptop_snr15.wav,compound,laptop_snr15,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9847,0,1,3,5
classical.00001.wav,classical,classical.00001_lossy_mp3_64k.wav,lossy,mp3_64k,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9841,0,1,2,5
classical.00001.wav,classical,classical.00001_lossy_mp3_96k.wav,lossy,mp3_96k,556a23a57f044ffd9f5c325c5d929989,pop.00004.wav,pop,0.9838,0,1,2,5
classical.00002.wav,classical,classical.00002_orig.wav,orig,none,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9927,0,1,2,2
classical.00002.wav,classical,classical.00002_pitch_m4.wav,pitch,m4,f2dd96dd29b84a0d878a5940f55ec18f,blues.00002.wav,blues,0.9869,0,0,,3
classical.00002.wav,classical,classical.00002_pitch_m2.wav,pitch,m2,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9915,1,1,1,3
classical.00002.wav,classical,classical.00002_pitch_p2.wav,pitch,p2,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9962,0,1,2,2
classical.00002.wav,classical,classical.00002_pitch_p4.wav,pitch,p4,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9955,0,1,2,2
classical.00002.wav,classical,classical.00002_tempo_0_85.wav,tempo,0_85,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9958,1,1,1,2
classical.00002.wav,classical,classical.00002_tempo_1_15.wav,tempo,1_15,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9957,1,1,1,2
classical.00002.wav,classical,classical.00002_noise_snr20.wav,noise,snr20,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9928,0,1,2,2
classical.00002.wav,classical,classical.00002_noise_snr10.wav,noise,snr10,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9910,0,1,2,2
classical.00002.wav,classical,classical.00002_crop_1_0s.wav,crop,1_0s,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9927,0,1,2,2
classical.00002.wav,classical,classical.00002_crop_2_0s.wav,crop,2_0s,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9927,0,1,2,2
classical.00002.wav,classical,classical.00002_bandpass_phone.wav,bandpass,phone,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9941,0,0,,1
classical.00002.wav,classical,classical.00002_bandpass_laptop.wav,bandpass,laptop,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9946,0,1,2,2
classical.00002.wav,classical,classical.00002_compound_phone_snr15.wav,compound,phone_snr15,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9933,0,0,,1
classical.00002.wav,classical,classical.00002_compound_laptop_snr15.wav,compound,laptop_snr15,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9938,0,1,2,2
classical.00002.wav,classical,classical.00002_lossy_mp3_64k.wav,lossy,mp3_64k,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9928,0,1,2,2
classical.00002.wav,classical,classical.00002_lossy_mp3_96k.wav,lossy,mp3_96k,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9927,0,1,2,2
classical.00003.wav,classical,classical.00003_orig.wav,orig,none,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9972,1,1,1,2
classical.00003.wav,classical,classical.00003_pitch_m4.wav,pitch,m4,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9952,0,0,,3
classical.00003.wav,classical,classical.00003_pitch_m2.wav,pitch,m2,ac141aa677e64949a146c70756a37e3e,classical.00004.wav,classical,0.9967,0,0,,3
classical.00003.wav,classical,classical.00003_pitch_p2.wav,pitch,p2,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9965,1,1,1,2
classical.00003.wav,classical,classical.00003_pitch_p4.wav,pitch,p4,2eb7bd15b06e401dbc2e1a311b245d57,disco.00001.wav,disco,0.9938,0,1,2,2
classical.00003.wav,classical,classical.00003_tempo_0_85.wav,tempo,0_85,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9941,1,1,1,2
classical.00003.wav,classical,classical.00003_tempo_1_15.wav,tempo,1_15,ac141aa677e64949a146c70756a37e3e,classical.00004.wav,classical,0.9958,0,1,2,2
classical.00003.wav,classical,classical.00003_noise_snr20.wav,noise,snr20,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9975,1,1,1,2
classical.00003.wav,classical,classical.00003_noise_snr10.wav,noise,snr10,ac141aa677e64949a146c70756a37e3e,classical.00004.wav,classical,0.9974,0,1,2,2
classical.00003.wav,classical,classical.00003_crop_1_0s.wav,crop,1_0s,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9972,1,1,1,2
classical.00003.wav,classical,classical.00003_crop_2_0s.wav,crop,2_0s,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9972,1,1,1,2
classical.00003.wav,classical,classical.00003_bandpass_phone.wav,bandpass,phone,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9971,1,1,1,2
classical.00003.wav,classical,classical.00003_bandpass_laptop.wav,bandpass,laptop,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9965,1,1,1,2
classical.00003.wav,classical,classical.00003_compound_phone_snr15.wav,compound,phone_snr15,ac141aa677e64949a146c70756a37e3e,classical.00004.wav,classical,0.9976,0,1,2,2
classical.00003.wav,classical,classical.00003_compound_laptop_snr15.wav,compound,laptop_snr15,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9966,1,1,1,2
classical.00003.wav,classical,classical.00003_lossy_mp3_64k.wav,lossy,mp3_64k,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9971,1,1,1,2
classical.00003.wav,classical,classical.00003_lossy_mp3_96k.wav,lossy,mp3_96k,6f15ff4353b24a83bf9b89a8c466f278,classical.00003.wav,classical,0.9972,1,1,1,2
classical.00004.wav,classical,classical.00004_orig.wav,orig,none,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9949,0,1,3,3
classical.00004.wav,classical,classical.00004_pitch_m4.wav,pitch,m4,aff666dcc46d45dcb02c64ae4b8dae1a,classical.00000.wav,classical,0.9894,0,0,,3
classical.00004.wav,classical,classical.00004_pitch_m2.wav,pitch,m2,ac141aa677e64949a146c70756a37e3e,classical.00004.wav,classical,0.9864,1,1,1,3
classical.00004.wav,classical,classical.00004_pitch_p2.wav,pitch,p2,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9877,0,1,2,3
classical.00004.wav,classical,classical.00004_pitch_p4.wav,pitch,p4,e264ec95b73a4389b57ec9dc9a378b5c,reggae.00004.wav,reggae,0.9953,0,1,2,3
classical.00004.wav,classical,classical.00004_tempo_0_85.wav,tempo,0_85,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9863,0,1,2,3
classical.00004.wav,classical,classical.00004_tempo_1_15.wav,tempo,1_15,f99ed32cb53844b28f7b20e9e98a9853,classical.00001.wav,classical,0.9871,0,1,2,2
classical.00004.wav,classical,classical.00004_noise_snr20.wav,noise,snr20,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9941,0,1,2,3
classical.00004.wav,classical,classical.00004_noise_snr10.wav,noise,snr10,15acf2966a934019aa1250ec47b18029,disco.00004.wav,disco,0.9893,0,1,2,4
classical.00004.wav,classical,classical.00004_crop_1_0s.wav,crop,1_0s,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9949,0,1,3,3
classical.00004.wav,classical,classical.00004_crop_2_0s.wav,crop,2_0s,02c73abf40cd41fdbe982b8676182dee,classical.00002.wav,classical,0.9949,0,1,3,3
